ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
537	"ENSMUSG00000072501"	"Phf20l1"	chr15	+	66502715	66502815	66504554	66504750	66501648	66501830	66508532	66508881	537	62,124	148,125	56,37	56,62	78	78	0.509972756967361	0.693362960159153	0.295,0.498	0.5,0.374	-0.041
538	"ENSMUSG00000024491"	"Rbm27"	chr18	+	42454976	42455273	42457119	42457263	42453828	42453982	42458969	42459089	538	99,130	90,84	48,82	89,31	78	78	0.847391461574973	0.940129983129738	0.524,0.607	0.35,0.726	0.027
539	"ENSMUSG00000024491"	"Rbm27"	chr18	+	42457119	42457263	42458969	42459089	42454976	42455273	42460228	42460303	539	117,142	76,94	61,81	37,26	78	78	0.180442128606563	0.362242536119834	0.606,0.602	0.622,0.757	-0.086
540	"ENSMUSG00000022377"	"Asap1"	chr15	-	63982754	63982925	63991806	63992035	63974251	63974321	63993856	63993964	540	179,140	83,69	183,183	124,189	78	78	0.0414531935417044	0.171268023295504	0.683,0.67	0.596,0.492	0.133
541	"ENSMUSG00000050310"	"Rictor"	chr15	+	6804087	6804189	6804312	6804359	6803289	6803455	6805530	6805666	541	26,77	11,54	12,4	6,10	78	78	0.384090561528761	0.581156426172393	0.703,0.588	0.667,0.286	0.169
551	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3288833	3289009	3291521	3291578	3288028	3288112	3299866	3300383	551	11,4	6,9	0,4	26,13	78	78	0.143188748963034	0.316335065998541	0.647,0.308	0.0,0.235	0.36
552	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3288833	3289009	3297351	3297438	3288028	3288112	3299866	3300383	552	11,4	3,7	0,4	2,0	78	78	0.955021195172973	0.999202115572178	0.786,0.364	0.0,1.0	0.075
553	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3291521	3291578	3297351	3297438	3288028	3288112	3299866	3300383	553	6,9	3,7	26,13	2,0	78	78	0.0244483825333487	0.153605651419981	0.667,0.562	0.929,1.0	-0.35
579	"ENSMUSG00000113035"	"5830428M24Rik"	chr12	-	69514960	69515134	69515321	69515576	69511587	69512188	69517167	69517291	579	0,1	49,35	0,0	10,17	78	78	0.471756864770477	0.659408605192908	0.0,0.028	0.0,0.0	0.014
588	"ENSMUSG00000025060"	"Slk"	chr19	+	47600013	47600062	47600340	47600490	47597343	47597508	47603634	47603707	588	67,182	269,312	46,71	146,198	78	78	0.744344544015353	0.867442868605455	0.199,0.368	0.24,0.264	0.031
589	"ENSMUSG00000025060"	"Slk"	chr19	+	47600340	47600490	47603634	47603707	47600013	47600062	47603844	47604039	589	213,268	161,201	178,154	72,114	78	78	0.237400455009814	0.4291279340558	0.57,0.571	0.712,0.575	-0.073
590	"ENSMUSG00000020659"	"Cbll1"	chr12	-	31540466	31540540	31541510	31541594	31534827	31538313	31542077	31542175	590	61,86	27,17	9,25	25,12	78	78	0.0585340355370435	0.195836939552134	0.693,0.835	0.265,0.676	0.293
591	"ENSMUSG00000015143"	"Actn1"	chr12	-	80216956	80217022	80217459	80217540	80215631	80215790	80218502	80218649	591	894,906	0,8	739,709	16,12	78	78	0.00452583705734833	0.143003799299439	1.0,0.991	0.979,0.983	0.015
592	"ENSMUSG00000015143"	"Actn1"	chr12	-	80251735	80251855	80256132	80256247	80245754	80245841	80306760	80306865	592	294,394	412,502	230,279	235,393	78	78	0.460409226905086	0.64799244388493	0.416,0.44	0.495,0.415	-0.027
593	"ENSMUSG00000020954"	"Strn3"	chr12	-	51680361	51680502	51689886	51689997	51676156	51676290	51694776	51694918	593	34,5	2,15	0,16	0,0	78	78	0.0817384125509012	0.230395997003231	0.944,0.25	NA,1.0	-0.403
594	"ENSMUSG00000021171"	"Esyt2"	chr12	+	116317446	116317509	116319659	116319705	116311838	116311934	116320731	116320806	594	35,44	12,18	28,15	8,6	78	78	0.689277330524354	0.832019884033233	0.745,0.71	0.778,0.714	-0.018
595	"ENSMUSG00000021109"	"Hif1a"	chr12	+	73974987	73975072	73977430	73977543	73974759	73974905	73979047	73979250	595	212,418	399,742	403,454	719,707	78	78	0.230989651274364	0.420073385065033	0.347,0.36	0.359,0.391	-0.022
596	"ENSMUSG00000021109"	"Hif1a"	chr12	+	73977430	73977543	73979047	73979250	73974987	73975072	73982963	73983070	596	677,772	388,614	863,1075	795,720	78	78	0.338160473637975	0.537330052417893	0.636,0.557	0.521,0.599	0.036
597	"ENSMUSG00000021109"	"Hif1a"	chr12	+	73979047	73979250	73982963	73983070	73977430	73977543	73984426	73984574	597	403,736	431,597	718,694	589,738	78	78	0.920322061117165	0.988462387203597	0.483,0.552	0.549,0.485	0.001
598	"ENSMUSG00000021109"	"Hif1a"	chr12	+	73982963	73983070	73984426	73984574	73979047	73979250	73986302	73986523	598	389,618	373,533	787,734	487,572	78	78	0.0601902547280435	0.197709143656514	0.51,0.537	0.618,0.562	-0.067
599	"ENSMUSG00000021109"	"Hif1a"	chr12	+	73990852	73990961	73991684	73991811	73988734	73989159	73992325	73994304	599	756,800	389,637	974,1128	633,772	78	78	0.785253637371562	0.89588133915898	0.66,0.557	0.606,0.594	0.009
600	"ENSMUSG00000021282"	"Eif5"	chr12	+	111509113	111509275	111509533	111509698	111508585	111508744	111509960	111510095	600	1347,1724	1114,1381	680,895	617,732	78	78	0.239259973359309	0.431083971714153	0.547,0.555	0.524,0.55	0.014
601	"ENSMUSG00000007411"	"Mark3"	chr12	+	111559010	111559202	111570944	111570998	111540956	111541535	111581829	111581878	601	40,41	68,36	19,17	24,29	78	78	0.576531502757665	0.747095168613686	0.37,0.532	0.442,0.37	0.045
602	"ENSMUSG00000007411"	"Mark3"	chr12	+	111559010	111559202	111570944	111570998	111541447	111541535	111589678	111589749	602	36,44	4,1	19,17	0,7	78	78	0.999202115572178	0.999202115572178	0.9,0.978	1.0,0.708	0.085
603	"ENSMUSG00000020630"	"Rnaseh1"	chr12	+	28707270	28707325	28707631	28707716	28705583	28705683	28708169	28708294	603	13,25	29,24	7,1	2,10	78	78	0.921758560485915	0.989086019561952	0.31,0.51	0.778,0.091	-0.024
604	"ENSMUSG00000020630"	"Rnaseh1"	chr12	+	28707270	28707325	28707635	28707716	28705583	28705683	28708169	28708294	604	13,25	28,11	7,1	2,8	78	78	0.811009678576904	0.915587937357905	0.317,0.694	0.778,0.111	0.061
605	"ENSMUSG00000020630"	"Rnaseh1"	chr12	+	28707631	28707716	28708169	28708294	28707270	28707325	28708991	28709584	605	14,9	6,20	5,5	21,2	78	78	0.681975212960287	0.827584201376729	0.7,0.31	0.192,0.714	0.052
607	"ENSMUSG00000021144"	"Mta1"	chr12	+	113097160	113097196	113099416	113099448	113096804	113096957	113099900	113100052	607	5,6	11,0	4,9	13,0	75	71	0.701034735304189	0.84060323708282	0.301,1.0	0.226,1.0	0.037
609	"ENSMUSG00000037669"	"Ldah"	chr12	+	8277219	8277363	8288442	8288615	8270599	8270755	8318363	8318598	609	25,40	78,64	33,2	14,68	78	78	0.754237004797452	0.875028602549813	0.243,0.385	0.702,0.029	-0.051
611	"ENSMUSG00000021140"	"Pcnx1"	chr12	+	81975015	81975148	81980304	81980489	81964438	81966154	81993704	81993795	611	10,6	15,10	0,13	8,18	78	78	0.307927345189938	0.503577408383733	0.4,0.375	0.0,0.419	0.178
613	"ENSMUSG00000021134"	"Srsf5"	chr12	+	80993349	80993494	80994084	80994155	80992277	80992446	80994269	80994368	613	714,681	1041,964	567,626	815,913	78	78	0.727068430130356	0.85643417314538	0.407,0.414	0.41,0.407	0.002
614	"ENSMUSG00000021134"	"Srsf5"	chr12	+	80995868	80995942	80996267	80996378	80994569	80994639	80996493	80997277	614	1157,1217	1581,1259	1009,1031	1100,950	78	78	0.0484019899070749	0.183599233050141	0.423,0.492	0.478,0.52	-0.041
615	"ENSMUSG00000066440"	"Zfyve26"	chr12	-	79283387	79283432	79283946	79284129	79279119	79280943	79285095	79285155	615	37,41	43,35	154,80	82,134	78	78	0.898069568054304	0.97361075436031	0.463,0.539	0.653,0.374	-0.013
616	"ENSMUSG00000066440"	"Zfyve26"	chr12	-	79283946	79284129	79285095	79285155	79283387	79283432	79285677	79285819	616	32,30	52,77	62,78	274,274	78	78	0.0101537861043267	0.143003799299439	0.381,0.28	0.185,0.222	0.127
617	"ENSMUSG00000021111"	"Papola"	chr12	+	105772745	105772855	105774813	105774925	105771185	105771267	105775601	105775691	617	124,189	157,281	35,52	68,62	78	78	0.667759690415314	0.815471238700209	0.441,0.402	0.34,0.456	0.023
621	"ENSMUSG00000035954"	"Dock4"	chr12	+	40673801	40673842	40676335	40676391	40671219	40671303	40681520	40681617	621	28,28	53,45	0,0	4,3	78	78	0.0350419067394974	0.162098717251603	0.346,0.384	0.0,0.0	0.365
622	"ENSMUSG00000001627"	"Ifrd1"	chr12	-	40256987	40257122	40262308	40262417	40254295	40254424	40262937	40263116	622	1647,1759	2461,2070	1135,1662	1825,1980	78	78	0.251502323741331	0.444819091258503	0.401,0.459	0.383,0.456	0.011
623	"ENSMUSG00000001627"	"Ifrd1"	chr12	-	40263207	40263258	40263976	40264134	40262937	40263116	40266188	40266313	623	1594,1648	1121,1148	1177,1390	856,914	78	78	0.937885295542722	0.998970297894506	0.587,0.589	0.579,0.603	-0.003
624	"ENSMUSG00000001627"	"Ifrd1"	chr12	-	40263976	40264134	40266188	40266313	40263207	40263258	40267156	40267241	624	1282,1254	2213,1892	751,878	1427,1919	78	78	0.0241203626470448	0.153605651419981	0.367,0.399	0.345,0.314	0.053
625	"ENSMUSG00000044712"	"Slc38a6"	chr12	+	73340472	73340573	73356918	73356971	73338933	73339007	73365750	73365790	625	0,0	3,0	0,3	0,0	78	78	NA	NA	0.0,NA	NA,1.0	-1.0
626	"ENSMUSG00000044456"	"Rin3"	chr12	+	102279233	102279441	102292053	102292171	102249306	102249585	102317140	102317213	626	43,64	70,88	13,34	20,41	78	78	0.574691281113707	0.746797103306306	0.381,0.421	0.394,0.453	-0.022
627	"ENSMUSG00000044456"	"Rin3"	chr12	+	102324963	102325055	102334622	102336107	102317140	102317213	102339828	102340137	627	98,145	262,327	53,72	142,155	78	78	0.890920423446828	0.968826078204714	0.272,0.307	0.272,0.317	-0.005
629	"ENSMUSG00000060073"	"Psma3"	chr12	+	71031445	71031519	71033636	71033709	71031266	71031368	71035197	71035263	629	132,280	115,295	76,87	52,61	78	78	0.0306291336186714	0.157566499629007	0.534,0.487	0.594,0.588	-0.081
630	"ENSMUSG00000060073"	"Psma3"	chr12	+	71033636	71033709	71035197	71035263	71031266	71031519	71037258	71037305	630	135,258	83,184	86,58	34,56	78	78	0.782136755362966	0.894644714893897	0.619,0.584	0.717,0.509	-0.012
631	"ENSMUSG00000033530"	"Ttc7b"	chr12	-	100385750	100385829	100413118	100413240	100381393	100381566	100432438	100432557	631	72,77	49,73	79,84	88,38	78	78	0.711539358432057	0.847734349032282	0.595,0.513	0.473,0.689	-0.027
632	"ENSMUSG00000033530"	"Ttc7b"	chr12	-	100413118	100413240	100432438	100432569	100385750	100385829	100461530	100461699	632	98,97	86,87	82,57	51,93	78	78	0.685530757981984	0.829800287191985	0.533,0.527	0.617,0.38	0.032
633	"ENSMUSG00000020572"	"Nampt"	chr12	+	32889149	32889286	32890923	32891149	32888297	32888456	32892683	32892803	633	239,191	176,192	788,904	613,674	78	78	0.103342553073133	0.259817716827087	0.576,0.499	0.562,0.573	-0.03
634	"ENSMUSG00000021067"	"Sav1"	chr12	-	70015843	70015987	70022741	70023012	70011785	70013121	70030982	70031426	634	195,221	130,229	43,86	44,83	78	78	0.407667941186755	0.601696361044904	0.6,0.491	0.494,0.509	0.044
635	"ENSMUSG00000021000"	"Mia2"	chr12	+	59191484	59191556	59193121	59193148	59184483	59184572	59193632	59193743	635	59,85	7,7	39,27	19,9	78	66	0.00810197931662282	0.143003799299439	0.877,0.911	0.635,0.717	0.218
636	"ENSMUSG00000021000"	"Mia2"	chr12	+	59220891	59220974	59223116	59223245	59219310	59219378	59226635	59226794	636	62,123	114,149	61,78	95,72	78	78	0.172109070439038	0.350392242750484	0.352,0.452	0.391,0.52	-0.053
637	"ENSMUSG00000021038"	"Vipas39"	chr12	-	87301003	87301060	87303258	87303323	87299939	87300032	87304188	87304227	637	33,26	3,1	8,27	9,3	78	78	0.172301866904958	0.350392242750484	0.917,0.963	0.471,0.9	0.254
638	"ENSMUSG00000059669"	"Taf1b"	chr12	+	24594269	24594417	24597011	24597189	24573100	24573200	24597568	24597615	638	28,16	20,14	1,2	0,24	78	78	0.609792048164964	0.771587237586836	0.583,0.533	1.0,0.077	0.02
639	"ENSMUSG00000024052"	"Lpin2"	chr17	+	71552113	71552228	71553410	71553514	71551766	71551919	71553821	71555237	639	96,69	118,121	153,138	165,133	78	78	0.0187635628147115	0.150361267192596	0.449,0.363	0.481,0.509	-0.089
640	"ENSMUSG00000017843"	"Ppp2r5c"	chr12	+	110488924	110489124	110512204	110512335	110452171	110452386	110517495	110517555	640	37,62	161,191	54,15	76,82	78	78	0.601206383316159	0.76432376645276	0.187,0.245	0.415,0.155	-0.069
703	"ENSMUSG00000067148"	"Polr1c"	chr17	-	46556541	46556674	46557032	46557140	46555956	46556076	46558654	46558726	703	36,51	41,81	23,13	19,13	78	78	0.114198139188763	0.276098290493335	0.468,0.386	0.548,0.5	-0.097
704	"ENSMUSG00000022876"	"Samsn1"	chr16	-	75667655	75667806	75670333	75670540	75655680	75656527	75673313	75673465	704	1140,1420	1190,1423	2104,2286	1972,2454	78	78	0.84002295780682	0.935247140242854	0.489,0.499	0.516,0.482	-0.005
705	"ENSMUSG00000022876"	"Samsn1"	chr16	-	75670333	75670540	75673313	75673465	75667655	75667806	75675984	75676114	705	886,1003	765,1054	1440,1807	1260,1423	78	78	0.0626870334258602	0.202088492776496	0.537,0.488	0.533,0.559	-0.034
710	"ENSMUSG00000024042"	"Sik1"	chr17	-	32067605	32067822	32067932	32068055	32066868	32067150	32068492	32068648	710	199,179	223,149	424,446	325,378	78	78	0.0481674091891613	0.183585052929688	0.472,0.546	0.566,0.541	-0.044
711	"ENSMUSG00000024042"	"Sik1"	chr17	-	32067605	32067822	32067932	32068648	32066868	32067150	32068901	32069125	711	227,107	223,154	418,540	325,367	78	78	0.00512224815393403	0.143003799299439	0.504,0.41	0.563,0.595	-0.122
712	"ENSMUSG00000024042"	"Sik1"	chr17	-	32067605	32067822	32068492	32068648	32066868	32067150	32068901	32069125	712	234,109	223,154	418,545	325,367	78	78	0.00768339887836034	0.143003799299439	0.512,0.414	0.563,0.598	-0.118
713	"ENSMUSG00000024042"	"Sik1"	chr17	-	32067932	32068055	32068492	32068648	32067605	32067822	32068901	32069125	713	227,107	252,180	418,541	467,501	78	78	0.0536873693216722	0.190301073280583	0.474,0.373	0.472,0.519	-0.072
714	"ENSMUSG00000022807"	"Osbpl11"	chr16	+	33049331	33049518	33054792	33054975	33047226	33047725	33056624	33056778	714	66,98	17,41	56,23	26,29	78	78	0.0773220602556686	0.223396319088669	0.795,0.705	0.683,0.442	0.188
747	"ENSMUSG00000041685"	"Fcho2"	chr13	-	98926239	98926381	98932800	98932875	98925870	98926023	98942813	98942905	747	34,55	76,99	33,24	71,35	78	78	0.833619590067311	0.931107963519126	0.309,0.357	0.317,0.407	-0.029
748	"ENSMUSG00000057531"	"Dtnbp1"	chr13	-	45076624	45076768	45084471	45084627	45075550	45075930	45106647	45106670	748	64,89	168,206	64,61	83,148	78	78	0.252354588744345	0.445154360667375	0.276,0.302	0.435,0.292	-0.074
749	"ENSMUSG00000057531"	"Dtnbp1"	chr13	-	45084471	45084627	45106647	45106670	45076624	45076768	45123521	45123654	749	14,14	69,120	5,13	34,73	62	78	0.727322436220917	0.85643417314538	0.203,0.128	0.156,0.183	-0.004
750	"ENSMUSG00000057531"	"Dtnbp1"	chr13	-	45106647	45106670	45139510	45139571	45084471	45084627	45145494	45145545	750	77,110	5,10	40,23	6,11	78	62	0.077978367379089	0.223831288819586	0.924,0.897	0.841,0.624	0.178
751	"ENSMUSG00000057531"	"Dtnbp1"	chr13	-	45139510	45139571	45145494	45145545	45123521	45123654	45147160	45147214	751	6,47	0,0	5,38	1,0	78	78	0.290529511158357	0.48310111040097	1.0,1.0	0.833,1.0	0.084
752	"ENSMUSG00000025451"	"Paip1"	chr13	+	119577294	119577407	119582272	119582384	119574504	119574690	119584250	119584376	752	68,73	60,69	8,42	10,30	78	78	0.601406182544888	0.76432376645276	0.531,0.514	0.444,0.583	0.009
753	"ENSMUSG00000021669"	"Cert1"	chr13	+	96767268	96767339	96770580	96770709	96765520	96765653	96771361	96771491	753	138,213	424,474	77,47	192,164	78	78	0.463654053999388	0.651332498061538	0.246,0.31	0.286,0.223	0.024
754	"ENSMUSG00000021668"	"Polk"	chr13	-	96618965	96618999	96619998	96620913	96618677	96618762	96623315	96623487	754	31,39	12,0	6,12	21,0	78	73	0.0739339875458929	0.217781762805107	0.707,1.0	0.211,1.0	0.248
755	"ENSMUSG00000021668"	"Polk"	chr13	-	96627444	96627477	96631915	96632040	96625689	96625786	96638026	96638180	755	4,0	2,25	0,0	8,0	78	72	0.0923119864282445	0.244683223965385	0.649,0.0	0.0,NA	0.325
756	"ENSMUSG00000021668"	"Polk"	chr13	-	96633000	96633063	96633110	96633350	96631915	96632040	96638026	96638180	756	85,80	0,6	17,8	0,0	78	78	0.270261737155769	0.46294340055289	1.0,0.93	1.0,1.0	-0.035
757	"ENSMUSG00000021495"	"Fam193b"	chr13	-	55703795	55704038	55712332	55712393	55702029	55702261	55717517	55718933	757	9,2	113,125	31,27	137,121	78	78	0.0012670976435033	0.143003799299439	0.074,0.016	0.185,0.182	-0.139
758	"ENSMUSG00000035711"	"Dok3"	chr13	-	55672293	55672393	55675144	55675450	55672031	55672204	55676261	55676351	758	152,267	246,281	181,205	241,295	78	78	0.559284641061214	0.733373619727394	0.382,0.487	0.429,0.41	0.015
759	"ENSMUSG00000021493"	"Pdlim7"	chr13	-	55654118	55654180	55655142	55655179	55653746	55653981	55655300	55655437	759	160,156	252,260	123,82	174,201	76	78	0.505257434577149	0.688301581799204	0.395,0.381	0.42,0.295	0.031
760	"ENSMUSG00000021493"	"Pdlim7"	chr13	-	55655676	55655693	55656020	55656139	55655300	55655437	55656592	55656623	760	874,834	21,21	551,651	18,47	78	56	0.100214176291214	0.256794197488276	0.968,0.966	0.956,0.909	0.034
761	"ENSMUSG00000021377"	"Dek"	chr13	-	47255448	47255550	47259047	47259213	47254962	47255208	47259548	47259630	761	74,111	47,85	14,19	7,13	78	78	0.600476467011275	0.764247564968644	0.612,0.566	0.667,0.594	-0.042
762	"ENSMUSG00000021481"	"Zfp346"	chr13	+	55261490	55261583	55263295	55263437	55260848	55260952	55270142	55270328	762	17,27	10,2	0,0	7,11	78	78	0.0141792273714689	0.144949216941506	0.63,0.931	0.0,0.0	0.78
763	"ENSMUSG00000035248"	"Tut7"	chr13	-	59929831	59930157	59932578	59932694	59919689	59920673	59933534	59933626	763	440,373	280,259	718,708	317,338	78	78	0.0046487791261558	0.143003799299439	0.611,0.59	0.694,0.677	-0.085
764	"ENSMUSG00000035248"	"Tut7"	chr13	-	59932578	59932694	59933534	59933626	59929831	59930157	59933708	59933756	764	435,356	693,537	565,501	1015,1010	78	78	0.0236547530746949	0.153605651419981	0.386,0.399	0.358,0.332	0.048
765	"ENSMUSG00000035248"	"Tut7"	chr13	-	59942260	59942318	59944633	59944734	59939589	59939693	59945483	59945570	765	351,326	325,233	351,500	303,277	78	78	0.162416974323391	0.337235310230429	0.519,0.583	0.537,0.644	-0.04
766	"ENSMUSG00000035248"	"Tut7"	chr13	-	59942260	59942318	59945483	59945570	59939589	59939693	59946811	59946962	766	332,363	304,232	422,459	287,263	78	78	0.125325270604718	0.292397518968074	0.522,0.61	0.595,0.636	-0.049
767	"ENSMUSG00000035248"	"Tut7"	chr13	-	59949829	59950010	59953036	59953189	59947454	59948530	59955859	59955979	767	206,269	555,473	254,297	527,578	78	78	0.611356384109941	0.773002401060965	0.271,0.363	0.325,0.339	-0.015
768	"ENSMUSG00000035248"	"Tut7"	chr13	-	59949829	59950010	59955859	59955979	59947454	59948530	59957191	59957318	768	372,425	541,467	409,565	527,568	78	78	0.108690848790895	0.267552883300863	0.407,0.476	0.437,0.499	-0.026
769	"ENSMUSG00000021555"	"Naa35"	chr13	+	59743162	59743196	59745853	59745968	59733966	59734095	59747542	59747604	769	25,17	119,73	36,7	98,83	73	78	0.728324477715328	0.857128636876797	0.183,0.199	0.282,0.083	0.009
770	"ENSMUSG00000021555"	"Naa35"	chr13	+	59756574	59756658	59757292	59757407	59755958	59756009	59760450	59760629	770	18,66	45,70	40,50	100,149	78	78	0.0254284163880558	0.155593749696009	0.286,0.485	0.286,0.251	0.117
771	"ENSMUSG00000021557"	"Agtpbp1"	chr13	-	59676200	59676332	59678870	59679017	59672959	59673053	59679826	59679890	771	56,30	49,54	47,77	77,65	78	78	0.8704866014088	0.956266491471581	0.533,0.357	0.379,0.542	-0.016
772	"ENSMUSG00000021557"	"Agtpbp1"	chr13	-	59684062	59684187	59692200	59692265	59680985	59681053	59705036	59705125	772	24,27	68,77	36,25	84,76	78	78	0.651342953928214	0.804217942150989	0.261,0.26	0.3,0.248	-0.014
773	"ENSMUSG00000005312"	"Ubqln1"	chr13	-	58328635	58328719	58330995	58331138	58327366	58327482	58339535	58339779	773	147,256	93,102	75,97	32,48	78	78	0.742120278453153	0.866970291286688	0.613,0.715	0.701,0.669	-0.021
774	"ENSMUSG00000024539"	"Ptpn2"	chr18	-	67805736	67805838	67808789	67808899	67798580	67798944	67810779	67810932	774	4,21	186,295	4,13	76,144	78	78	0.256131988773524	0.448489699534247	0.021,0.066	0.05,0.083	-0.023
775	"ENSMUSG00000024539"	"Ptpn2"	chr18	-	67805736	67805838	67808789	67808956	67798581	67798944	67810779	67810932	775	262,370	186,295	179,312	76,144	78	78	0.00519117635318167	0.143003799299439	0.585,0.556	0.702,0.684	-0.123
776	"ENSMUSG00000024539"	"Ptpn2"	chr18	-	67808789	67808956	67810779	67810932	67804281	67805838	67813909	67814119	776	288,298	275,436	269,290	217,298	78	78	0.0737364735335229	0.217715659182008	0.512,0.406	0.553,0.493	-0.064
777	"ENSMUSG00000024539"	"Ptpn2"	chr18	-	67828693	67828794	67844906	67844997	67821960	67822059	67857511	67857643	777	168,215	158,235	209,152	109,98	78	78	0.0096484729515065	0.143003799299439	0.515,0.478	0.657,0.608	-0.136
778	"ENSMUSG00000021546"	"Hnrnpk"	chr13	-	58547706	58547804	58548146	58548231	58546539	58547026	58550206	58550316	778	485,575	913,961	240,230	426,692	78	78	0.234977714403774	0.42563622562063	0.347,0.374	0.36,0.249	0.056
779	"ENSMUSG00000039233"	"Tbce"	chr13	-	14175694	14175763	14178127	14178281	14174642	14174702	14179727	14179868	779	31,105	71,57	111,71	74,56	78	78	0.111135550295765	0.271151972466868	0.304,0.648	0.6,0.559	-0.104
780	"ENSMUSG00000039233"	"Tbce"	chr13	-	14175694	14175763	14179727	14179868	14174642	14174702	14180372	14180437	780	67,95	68,53	71,81	68,49	78	78	0.954221058209528	0.999202115572178	0.496,0.642	0.511,0.623	0.002
781	"ENSMUSG00000039233"	"Tbce"	chr13	-	14194286	14194472	14202282	14202367	14189319	14189408	14203860	14203991	781	61,72	84,89	56,70	72,105	78	78	0.503488048946512	0.686970903462242	0.421,0.447	0.438,0.4	0.015
782	"ENSMUSG00000019726"	"Lyst"	chr13	+	13845387	13845525	13847840	13848039	13844424	13844574	13848914	13849046	782	164,203	179,290	112,239	216,303	78	78	0.274560155492484	0.466846522360198	0.478,0.412	0.341,0.441	0.054
783	"ENSMUSG00000019726"	"Lyst"	chr13	+	13935688	13935786	13950054	13950211	13935290	13935430	13950598	13950670	783	210,169	310,259	219,283	300,460	78	78	0.848999155617861	0.941010253365449	0.404,0.395	0.422,0.381	-0.002
784	"ENSMUSG00000025024"	"Smndc1"	chr19	-	53369671	53369825	53371987	53372166	53367820	53369032	53372884	53373027	784	25,27	253,430	17,0	283,163	78	78	0.208345034394612	0.394775038989872	0.09,0.059	0.057,0.0	0.046
785	"ENSMUSG00000025024"	"Smndc1"	chr19	-	53369671	53369825	53371987	53372149	53367826	53369032	53372884	53373027	785	294,315	253,430	256,252	283,163	78	78	0.317580431826658	0.515714921378466	0.537,0.423	0.475,0.607	-0.061
786	"ENSMUSG00000021311"	"Mtr"	chr13	-	12205089	12205290	12213931	12214030	12204232	12204425	12215082	12215164	786	10,16	20,11	1,6	0,10	78	78	0.794202875502841	0.902491435387857	0.333,0.593	1.0,0.375	-0.225
787	"ENSMUSG00000035493"	"Tgfbi"	chr13	+	56784378	56784481	56784950	56785030	56783378	56783503	56785833	56785858	787	797,995	497,708	864,1059	700,797	78	78	0.0229631223716722	0.153605651419981	0.616,0.584	0.552,0.571	0.038
789	"ENSMUSG00000021614"	"Vcan"	chr13	-	89836403	89841620	89851036	89853916	89833197	89833311	89860323	89860617	789	2,5	9,20	5,5	14,2	78	78	0.161526973397563	0.336749258430158	0.182,0.2	0.263,0.714	-0.297
790	"ENSMUSG00000021432"	"Slc35b3"	chr13	-	39128475	39128630	39138084	39138206	39127034	39127142	39139624	39139912	790	15,41	4,36	13,0	5,0	78	78	0.473153557576187	0.660130134453376	0.789,0.532	0.722,NA	-0.061
791	"ENSMUSG00000021432"	"Slc35b3"	chr13	-	39128475	39128630	39138084	39138206	39127034	39127142	39139796	39139912	791	0,13	3,43	4,0	5,0	78	78	0.0142709374909943	0.144949216941506	0.0,0.232	0.444,NA	-0.328
792	"ENSMUSG00000005583"	"Mef2c"	chr13	+	83773383	83773527	83773588	83773726	83740896	83741100	83781173	83781360	792	33,34	0,3	5,38	0,0	78	78	0.0949483778378194	0.248007421083245	1.0,0.919	1.0,1.0	-0.04
793	"ENSMUSG00000032745"	"Gpbp1"	chr13	-	111579854	111579940	111584429	111584489	111577165	111577350	111585466	111585533	793	325,527	5,8	401,498	3,14	78	78	0.886603865354024	0.968437850430521	0.985,0.985	0.993,0.973	0.002
794	"ENSMUSG00000000078"	"Klf6"	chr13	+	5914766	5915343	5916637	5916761	5911480	5911841	5917230	5920393	794	1013,1151	480,903	964,1064	835,810	78	78	0.0322473604939887	0.157716831318649	0.678,0.56	0.536,0.568	0.067
795	"ENSMUSG00000021218"	"Gdi2"	chr13	+	3604411	3604546	3606313	3606512	3600988	3601088	3606925	3607057	795	346,411	478,510	123,159	205,299	78	78	0.0178162684906571	0.149145660329105	0.42,0.446	0.375,0.347	0.072
796	"ENSMUSG00000021218"	"Gdi2"	chr13	+	3604441	3604546	3606313	3606512	3600988	3601088	3606925	3607057	796	14,6	478,510	7,7	205,299	78	78	0.341987112250518	0.542267528008773	0.028,0.012	0.033,0.023	-0.008
798	"ENSMUSG00000064138"	"Arb2a"	chr13	+	77982628	77982820	78050772	78050994	77973441	77973507	78100103	78100223	798	15,18	6,28	2,0	7,0	78	78	0.0769849526459659	0.222793681822674	0.714,0.391	0.222,NA	0.331
799	"ENSMUSG00000064138"	"Arb2a"	chr13	+	78050772	78050994	78100103	78100223	77982628	77982820	78147704	78147821	799	18,21	6,12	1,7	2,6	78	78	0.148348036515113	0.320725719003955	0.75,0.636	0.333,0.538	0.258
800	"ENSMUSG00000043183"	"Simc1"	chr13	+	54671782	54674485	54676116	54676349	54651591	54651817	54676966	54677036	800	5,17	25,21	4,0	9,18	78	78	0.310574069646623	0.506949293533353	0.167,0.447	0.308,0.0	0.153
