ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
846	"ENSMUSG00000024446"	"Rpp21"	chr17	-	36568333	36568598	36568333	36568416	36568497	36568598	846	4,14	28,73	28,18	26,27	78	39	0.00672209347022468	0.172442381028073	0.067,0.088	0.35,0.25	-0.222
848	"ENSMUSG00000001627"	"Ifrd1"	chr12	-	40267156	40267481	40267156	40267241	40267376	40267481	848	48,69	1377,1739	20,20	978,1003	78	39	0.013459283637666	0.172442381028073	0.017,0.019	0.01,0.01	0.008
849	"ENSMUSG00000117232"	"1600002D24Rik"	chr16	-	95632316	95632929	95632316	95632420	95632843	95632929	849	0,19	0,3	10,22	1,0	78	39	0.114496158706707	0.269897617356773	NA,0.76	0.833,1.0	-0.156
851	"ENSMUSG00000060073"	"Psma3"	chr12	+	71031266	71031519	71031266	71031368	71031445	71031519	851	91,114	157,328	32,36	116,93	78	39	0.140056542046129	0.297260691141251	0.225,0.148	0.121,0.162	0.045
862	"ENSMUSG00000021250"	"Fos"	chr12	+	85521464	85521960	85521464	85521569	85521708	85521960	862	56,34	0,2	104,115	0,0	78	39	0.0379891964587795	0.188822602988189	1.0,0.895	1.0,1.0	-0.052
864	"ENSMUSG00000004788"	"Eif2b2"	chr12	+	85266595	85267019	85266595	85266716	85266870	85267019	864	20,19	47,65	13,9	21,4	78	39	0.0869224814792072	0.244557102629503	0.175,0.128	0.236,0.529	-0.231
865	"ENSMUSG00000004789"	"Dlst"	chr12	+	85165132	85165375	85165132	85165188	85165300	85165375	865	63,98	82,60	88,36	51,39	78	39	0.607528143838241	0.752267546340963	0.278,0.45	0.463,0.316	-0.026
866	"ENSMUSG00000017843"	"Ppp2r5c"	chr12	+	110534161	110535489	110534161	110534289	110535387	110535489	866	4,4	244,180	2,12	126,143	78	39	0.344797404952054	0.529043187037484	0.008,0.011	0.008,0.04	-0.015
870	"ENSMUSG00000114828"	"AI463229"	chr13	-	37840997	37842746	37840997	37841593	37842669	37842746	870	8,16	6,0	0,14	0,0	78	39	0.99079242485526	0.999202115572178	0.4,1.0	NA,1.0	-0.3
872	"ENSMUSG00000114828"	"AI463229"	chr13	-	37840997	37842746	37840997	37842555	37842669	37842746	872	31,11	0,10	0,15	0,0	78	39	0.0944887698534307	0.250654195466377	1.0,0.355	NA,1.0	-0.323
873	"ENSMUSG00000114828"	"AI463229"	chr13	-	37840990	37842746	37840990	37841338	37842723	37842746	873	36,5	0,1	0,10	0,0	78	39	0.131040806099469	0.285507330073083	1.0,0.714	NA,1.0	-0.143
943	"ENSMUSG00000114138"	"Gm36423"	chr13	+	9735164	9735698	9735164	9735256	9735322	9735698	943	36,52	6,0	91,126	5,4	78	39	0.999202115572178	0.999202115572178	0.75,1.0	0.901,0.94	-0.045
947	"ENSMUSG00000133301"	NA	chr13	+	12634467	12636577	12634467	12635609	12636188	12636577	947	393,280	4,0	221,200	0,3	78	39	0.999202115572178	0.999202115572178	0.98,1.0	1.0,0.971	0.004
949	"ENSMUSG00000014075"	"Dynlt2b"	chr16	+	32244058	32245739	32244058	32244128	32245675	32245739	949	13,36	99,99	10,11	85,26	78	39	0.985286824371123	0.999202115572178	0.062,0.154	0.056,0.175	-0.007
952	"ENSMUSG00000024042"	"Sik1"	chr17	-	32067932	32068648	32067932	32068055	32068492	32068648	952	38,4	199,179	10,8	424,436	78	39	0.0384969463317688	0.190168101260118	0.087,0.011	0.012,0.009	0.038
958	"ENSMUSG00000114554"	"5430425K12Rik"	chr13	+	81093693	81094236	81093693	81093768	81094148	81094236	958	55,51	0,0	94,145	0,7	78	39	0.183153512744701	0.351811048912911	1.0,1.0	1.0,0.912	0.044
964	"ENSMUSG00000015126"	"Tsr3"	chr17	+	25459417	25460231	25459417	25459637	25460037	25460231	964	15,38	5,13	9,11	0,0	78	39	0.0258841846455224	0.172442381028073	0.6,0.594	1.0,1.0	-0.403
966	"ENSMUSG00000015126"	"Tsr3"	chr17	+	25460661	25461196	25460661	25460835	25461132	25461196	966	3,11	13,30	0,3	5,0	78	39	0.999202115572178	0.999202115572178	0.103,0.155	0.0,1.0	-0.371
1007	"ENSMUSG00000005354"	"Txn2"	chr15	-	77799246	77800057	77799246	77799436	77799904	77800057	1007	146,226	13,0	71,90	0,0	78	39	0.0586516702095065	0.213717976221039	0.849,1.0	1.0,1.0	-0.076
1014	"ENSMUSG00000021431"	"Snrnp48"	chr13	+	38401349	38404752	38401349	38401471	38404663	38404752	1014	17,4	55,38	4,15	17,22	78	39	0.18009128535792	0.34905192877358	0.134,0.05	0.105,0.254	-0.087
1015	"ENSMUSG00000021670"	"Hmgcr"	chr13	-	96801269	96802405	96801269	96801354	96802317	96802405	1015	18,3	62,84	9,2	70,103	78	39	0.0729479912946978	0.230836557486963	0.127,0.018	0.06,0.01	0.037
1016	"ENSMUSG00000058569"	"Tmed9"	chr13	+	55740981	55741414	55740981	55741170	55741313	55741414	1016	7,6	167,225	2,1	38,91	78	39	0.571504329762288	0.727345455707499	0.021,0.013	0.026,0.005	0.002
1017	"ENSMUSG00000021494"	"Ddx41"	chr13	-	55683542	55683858	55683542	55683617	55683698	55683858	1017	15,0	19,57	8,8	21,30	78	39	0.398374671263049	0.578192255587711	0.283,0.0	0.16,0.118	0.002
1018	"ENSMUSG00000021494"	"Ddx41"	chr13	-	55683698	55684219	55683698	55683858	55684108	55684219	1018	8,27	11,23	6,11	19,13	78	39	0.15578064114145	0.317652950051215	0.267,0.37	0.136,0.297	0.102
1019	"ENSMUSG00000035711"	"Dok3"	chr13	-	55675144	55676367	55675144	55675450	55676261	55676367	1019	315,332	143,259	356,190	181,200	78	39	0.10509592949336	0.261523886287782	0.524,0.391	0.496,0.322	0.048
1020	"ENSMUSG00000021493"	"Pdlim7"	chr13	-	55654118	55655179	55654118	55654180	55655142	55655179	1020	1345,867	332,306	997,1128	104,265	78	39	0.0446431496245127	0.200892107872474	0.669,0.586	0.827,0.68	-0.126
1021	"ENSMUSG00000021493"	"Pdlim7"	chr13	-	55655142	55655437	55655142	55655179	55655300	55655437	1021	655,522	570,483	461,558	389,391	78	39	0.122700800513403	0.279027646724807	0.365,0.351	0.372,0.416	-0.036
1022	"ENSMUSG00000021488"	"Nsd1"	chr13	+	55361016	55361963	55361016	55361130	55361873	55361963	1022	22,28	30,73	3,17	23,21	78	39	0.602067479577325	0.748494581514617	0.268,0.161	0.061,0.288	0.04
1023	"ENSMUSG00000002372"	"Ranbp3"	chr17	+	57008022	57009890	57008022	57008088	57009762	57009890	1023	27,13	3,18	0,20	0,0	78	39	0.0859184945013751	0.242803048512872	0.818,0.265	NA,1.0	-0.459
1024	"ENSMUSG00000044258"	"Ctla2a"	chr13	-	61083360	61083889	61083360	61083483	61083771	61083889	1024	39,5	91,32	25,16	23,33	78	39	0.0265081949841085	0.172442381028073	0.176,0.072	0.352,0.195	-0.149
1027	"ENSMUSG00000021555"	"Naa35"	chr13	+	59755059	59755245	59755059	59755126	59755201	59755245	1027	6,17	35,94	0,0	62,43	78	39	0.019117364797484	0.172442381028073	0.079,0.083	0.0,0.0	0.081
1028	"ENSMUSG00000021557"	"Agtpbp1"	chr13	-	59621501	59622526	59621501	59621631	59622345	59622526	1028	4,1	26,57	27,25	44,42	78	39	0.000934964827408735	0.172442381028073	0.071,0.009	0.235,0.229	-0.192
1031	"ENSMUSG00000094870"	"Zfp131"	chr13	-	120237302	120237985	120237302	120237525	120237627	120237985	1031	22,47	29,50	11,14	40,32	78	39	0.0227745292174629	0.172442381028073	0.275,0.32	0.121,0.179	0.147
1032	"ENSMUSG00000003062"	"Stard3nl"	chr13	-	19554419	19554703	19554419	19554537	19554649	19554703	1032	13,28	45,18	11,13	16,6	78	39	0.112143652654277	0.267058817882327	0.126,0.438	0.256,0.52	-0.106
1033	"ENSMUSG00000002997"	"Prkar2b"	chr12	-	32008474	32010521	32008474	32008720	32010380	32010521	1033	74,52	0,4	37,34	1,27	78	39	0.0343169065242546	0.183483689864357	1.0,0.867	0.949,0.386	0.266
1037	"ENSMUSG00000021461"	"Fancc"	chr13	-	63478352	63479707	63478352	63478434	63479654	63479707	1037	4,13	10,18	3,0	0,0	78	39	0.104707716617943	0.261523886287782	0.167,0.265	1.0,NA	-0.784
1038	"ENSMUSG00000021546"	"Hnrnpk"	chr13	-	58541505	58541682	58541505	58541588	58541666	58541682	1038	69,122	649,837	66,57	410,476	78	39	0.518239156612365	0.683260592424698	0.05,0.068	0.074,0.056	-0.006
1039	"ENSMUSG00000021546"	"Hnrnpk"	chr13	-	58541666	58541973	58541666	58541682	58541889	58541973	1039	112,133	754,808	95,69	384,526	78	39	0.580193291542552	0.733719744764505	0.069,0.076	0.11,0.062	-0.013
1040	"ENSMUSG00000039233"	"Tbce"	chr13	-	14180372	14180592	14180372	14180437	14180527	14180592	1040	56,97	42,34	85,62	84,49	78	39	0.0484581257208302	0.208392340349518	0.4,0.588	0.336,0.388	0.132
1041	"ENSMUSG00000021621"	"Zcchc9"	chr13	-	91948729	91949135	91948729	91948822	91948984	91949135	1041	11,20	28,47	18,5	2,15	78	39	0.307837193148309	0.49292805856393	0.164,0.175	0.818,0.143	-0.311
1044	"ENSMUSG00000015536"	"Mocs2"	chr13	+	114961746	114962817	114961746	114961897	114962693	114962817	1044	0,5	4,30	1,0	5,0	78	39	0.0358809545141017	0.185875690108046	0.0,0.077	0.091,NA	-0.052
1048	"ENSMUSG00000021428"	"Riok1"	chr13	+	38227884	38229291	38227884	38227954	38229248	38229291	1048	2,6	15,46	0,0	39,31	78	39	0.0236157856750949	0.172442381028073	0.062,0.061	0.0,0.0	0.061
1049	"ENSMUSG00000021428"	"Riok1"	chr13	+	38242663	38244068	38242663	38242717	38243915	38244068	1049	29,21	21,35	2,19	5,32	78	39	0.179075857648304	0.34829318376057	0.408,0.231	0.167,0.229	0.121
1050	"ENSMUSG00000021701"	"Plk2"	chr13	+	110532809	110533254	110532809	110532926	110533124	110533254	1050	11,35	105,78	10,5	120,80	78	39	0.0234450793637374	0.172442381028073	0.05,0.183	0.04,0.03	0.081
1051	"ENSMUSG00000021701"	"Plk2"	chr13	+	110534906	110535342	110534906	110535004	110535212	110535342	1051	22,35	135,85	49,85	271,286	78	39	0.499244405710278	0.66825606946583	0.075,0.171	0.083,0.129	0.017
1060	"ENSMUSG00000021363"	"Mak"	chr13	-	41195494	41199806	41195494	41195661	41199494	41199806	1060	7,1	6,4	0,0	0,3	78	39	0.236697379011527	0.413664611660094	0.368,0.111	NA,0.0	0.239
1061	"ENSMUSG00000007038"	"Neu1"	chr17	+	35151541	35153161	35151541	35151804	35152978	35153161	1061	115,171	176,214	175,180	171,171	78	39	0.0110280471347473	0.172442381028073	0.246,0.285	0.338,0.345	-0.076
1067	"ENSMUSG00000037003"	"Tns2"	chr15	+	102023995	102024201	102023995	102024064	102024171	102024201	1067	10,2	17,7	0,0	3,0	78	39	0.145869556543801	0.303369547178649	0.227,0.125	0.0,NA	0.176
1069	"ENSMUSG00000034525"	"Ice1"	chr13	-	70767103	70768888	70767103	70767180	70768776	70768888	1069	20,19	28,60	0,48	8,7	78	39	0.999202115572178	0.999202115572178	0.263,0.137	0.0,0.774	-0.187
1075	"ENSMUSG00000117485"	"Gm19696"	chr17	-	84441455	84442980	84441455	84442012	84442264	84442980	1075	20,19	18,25	7,82	47,50	78	39	0.521012921845693	0.685595032942635	0.357,0.275	0.069,0.451	0.056
1076	"ENSMUSG00000117485"	"Gm19696"	chr17	-	84441455	84442980	84441455	84442108	84442264	84442980	1076	8,6	5,12	5,0	9,22	78	39	0.164799385460361	0.329244871023527	0.444,0.2	0.217,0.0	0.214
1077	"ENSMUSG00000117485"	"Gm19696"	chr17	-	84441440	84442980	84441440	84442012	84442779	84442980	1077	31,34	0,7	32,108	6,0	78	39	0.531236885753329	0.693987959136931	1.0,0.708	0.727,1.0	-0.009
1081	"ENSMUSG00000117485"	"Gm19696"	chr17	-	84442264	84442980	84442264	84442430	84442779	84442980	1081	43,39	3,14	77,92	23,36	78	39	0.254427150477397	0.434623253139827	0.878,0.582	0.626,0.561	0.136
1096	"ENSMUSG00000006179"	"Prss16"	chr13	-	22187095	22187495	22187095	22187241	22187315	22187495	1096	29,12	0,1	50,50	38,27	78	39	0.000883522167467121	0.172442381028073	1.0,0.857	0.397,0.481	0.489
1097	"ENSMUSG00000022564"	"Grina"	chr15	+	76132648	76133100	76132648	76132849	76132971	76133100	1097	343,327	1450,1365	975,1178	5480,5098	78	39	0.164990815329875	0.329391534753706	0.106,0.107	0.082,0.104	0.013
1101	"ENSMUSG00000121500"	NA	chr11	+	3078928	3079520	3078928	3079118	3079199	3079520	1101	102,48	0,0	84,39	0,2	78	39	0.174550132181076	0.343077055575622	1.0,1.0	1.0,0.907	0.046
1102	"ENSMUSG00000121500"	NA	chr11	+	3078928	3079520	3078928	3079118	3079381	3079520	1102	89,63	30,13	94,62	8,4	78	39	0.0112127626741954	0.172442381028073	0.597,0.708	0.855,0.886	-0.218
1103	"ENSMUSG00000121500"	NA	chr11	+	3078928	3079520	3078928	3079165	3079381	3079520	1103	75,72	10,2	100,66	0,9	78	39	0.417724630501894	0.597575317135206	0.789,0.947	1.0,0.786	-0.025
1104	"ENSMUSG00000121500"	NA	chr11	+	3078928	3079520	3078928	3079336	3079420	3079520	1104	75,73	3,0	86,84	6,5	78	39	0.0358222985853577	0.185875690108046	0.926,1.0	0.878,0.894	0.077
1105	"ENSMUSG00000121500"	NA	chr11	+	3079764	3081081	3079764	3079911	3080152	3081081	1105	33,18	37,35	29,41	35,17	78	39	0.170512061693473	0.337277933512745	0.308,0.205	0.293,0.547	-0.164
1106	"ENSMUSG00000121500"	NA	chr11	+	3079764	3081081	3079764	3079911	3080792	3081081	1106	27,32	2,0	26,47	4,11	78	39	0.0116679461837458	0.172442381028073	0.871,1.0	0.765,0.681	0.212
1107	"ENSMUSG00000121500"	NA	chr11	+	3080152	3081081	3080152	3080313	3080792	3081081	1107	56,69	6,23	75,68	7,32	78	39	0.467556138291288	0.638429149692262	0.824,0.6	0.843,0.515	0.033
1108	"ENSMUSG00000121500"	NA	chr11	+	3080152	3081081	3080152	3080593	3080792	3081081	1108	55,62	0,0	54,57	1,0	78	39	0.066953376666795	0.222152204253219	1.0,1.0	0.964,1.0	0.018
1110	"ENSMUSG00000121500"	NA	chr11	+	3079764	3081482	3079764	3081081	3081346	3081482	1110	44,55	1,0	52,37	0,0	78	39	0.266022984681259	0.448622447278184	0.957,1.0	1.0,1.0	-0.022
1111	"ENSMUSG00000121500"	NA	chr11	+	3080792	3082429	3080792	3081081	3082248	3082429	1111	39,33	27,25	30,32	23,10	78	39	0.328764410992069	0.514271829076397	0.419,0.398	0.395,0.615	-0.097
1126	"ENSMUSG00000018659"	"Pnpo"	chr11	-	96830841	96831781	96830841	96830895	96831681	96831781	1126	26,18	67,66	63,57	80,134	78	39	0.0788164782273038	0.235987804519852	0.163,0.12	0.283,0.175	-0.087
1142	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6391773	6391997	6391773	6391864	6391932	6391997	1142	142,168	139,110	210,134	167,240	78	39	0.2601268889093	0.440736382145797	0.338,0.433	0.386,0.218	0.084
1143	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6393831	6394109	6393831	6393913	6394001	6394109	1143	117,120	279,254	41,66	443,519	78	39	0.00306915264988827	0.172442381028073	0.173,0.191	0.044,0.06	0.13
1144	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6395606	6395866	6395606	6395640	6395757	6395866	1144	76,81	334,303	39,12	323,426	78	39	0.0748416417856737	0.232171568169845	0.102,0.118	0.057,0.014	0.074
1145	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6396113	6396323	6396113	6396155	6396238	6396323	1145	122,108	271,133	87,83	249,222	78	39	0.0114634039899958	0.172442381028073	0.184,0.289	0.149,0.157	0.083
1146	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6402804	6403220	6402804	6402891	6403149	6403220	1146	19,43	334,366	33,17	386,395	78	39	0.329931254506911	0.5150101405642	0.028,0.055	0.041,0.021	0.011
1154	"ENSMUSG00000022614"	"Lmf2"	chr15	-	89238629	89239020	89238629	89238658	89238766	89239020	1154	22,70	22,27	22,33	30,27	78	39	0.0467503784328481	0.206130025602021	0.333,0.565	0.268,0.379	0.125
1156	"ENSMUSG00000024666"	"Tmem138"	chr19	-	10547843	10548968	10547843	10548632	10548892	10548968	1156	4,1	0,9	0,0	8,0	78	39	0.053445377891295	0.212006436600622	1.0,0.053	0.0,NA	0.526
1165	"ENSMUSG00000020812"	"Snhg16"	chr11	+	116564763	116566624	116564763	116565201	116566333	116566624	1165	17,12	0,3	8,6	0,4	78	39	0.287287744774858	0.469861982146798	1.0,0.667	1.0,0.429	0.119
1166	"ENSMUSG00000025225"	"Nfkb2"	chr19	+	46294721	46294965	46294721	46294803	46294924	46294965	1166	110,250	485,586	91,185	474,533	78	39	0.0599309920486333	0.213798005580608	0.102,0.176	0.088,0.148	0.021
1167	"ENSMUSG00000025225"	"Nfkb2"	chr19	+	46297303	46297735	46297303	46297513	46297593	46297735	1167	38,62	417,500	13,33	406,470	78	39	0.0477237066422392	0.207410020731292	0.044,0.058	0.016,0.034	0.026
1169	"ENSMUSG00000024474"	"Ik"	chr18	+	36881603	36882337	36881603	36881771	36881923	36882337	1169	99,49	289,356	63,104	221,272	78	39	0.0853008881444413	0.24263728527043	0.146,0.064	0.125,0.16	-0.038
1170	"ENSMUSG00000024474"	"Ik"	chr18	+	36881923	36882337	36881923	36882038	36882266	36882337	1170	143,67	323,287	101,131	257,322	78	39	0.231855711076869	0.407243102338289	0.181,0.105	0.164,0.169	-0.024
1175	"ENSMUSG00000086859"	"Snhg20"	chr11	+	116967933	116969781	116967933	116968028	116969601	116969781	1175	4,2	1,5	1,0	13,0	78	39	0.0488800359373402	0.20962249264491	0.667,0.167	0.037,NA	0.38
1179	"ENSMUSG00000133133"	NA	chr11	+	117849080	117850209	117849080	117849327	117849845	117850209	1179	10,13	0,0	0,10	5,0	78	39	0.999202115572178	0.999202115572178	1.0,1.0	0.0,1.0	0.5
1219	"ENSMUSG00000119952"	"Gm31005"	chr11	-	97192964	97193361	97192964	97193133	97193294	97193361	1219	6,0	1,0	0,8	0,0	78	39	NA	NA	0.75,NA	NA,1.0	-0.25
1226	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8700850	8701553	8700850	8700870	8701504	8701553	1226	1,0	4,5	3,1	0,0	78	39	0.0201342914787532	0.172442381028073	0.111,0.0	1.0,1.0	-0.945
1229	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8701504	8701847	8701504	8701553	8701766	8701847	1229	37,22	59,70	3,6	13,12	78	39	0.604594624784016	0.749726350634074	0.239,0.136	0.103,0.2	0.036
1230	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8701504	8702085	8701504	8701553	8702035	8702085	1230	25,55	10,0	9,7	0,9	78	39	0.999202115572178	0.999202115572178	0.556,1.0	1.0,0.28	0.138
1231	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8701504	8702085	8701504	8701847	8702035	8702085	1231	35,93	64,62	13,7	13,15	78	39	0.514142014754069	0.680725978737479	0.215,0.429	0.333,0.189	0.061
1232	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8702035	8702410	8702035	8702085	8702377	8702410	1232	29,22	78,61	2,0	19,9	78	39	0.0450585666528731	0.200892107872474	0.157,0.153	0.05,0.0	0.13
1233	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8702377	8702620	8702377	8702410	8702585	8702620	1233	40,18	66,63	6,0	26,16	78	39	0.0761949907242077	0.232924664963049	0.233,0.125	0.103,0.0	0.128
1234	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8702377	8702887	8702377	8702620	8702848	8702887	1234	35,9	94,63	11,20	26,20	78	39	0.0720972866678665	0.229605153074411	0.157,0.067	0.175,0.333	-0.142
1235	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8702631	8703190	8702631	8702887	8703145	8703190	1235	46,47	71,40	21,72	25,24	78	39	0.137968592581349	0.295073058923024	0.245,0.37	0.296,0.6	-0.14
1236	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8702848	8703466	8702848	8702887	8703430	8703466	1236	35,67	10,0	9,29	0,0	78	39	0.0848040940998221	0.24263728527043	0.636,1.0	1.0,1.0	-0.182
1237	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8702848	8703466	8702848	8703190	8703430	8703466	1237	66,83	61,47	18,51	17,27	78	39	0.845496248976671	0.949350753029278	0.351,0.469	0.346,0.486	-0.006
1239	"ENSMUSG00000108414"	"Snhg1"	chr19	+	8701504	8703807	8701504	8703466	8703602	8703807	1239	27,15	56,38	12,0	14,20	78	39	0.380665311544485	0.563433802307889	0.194,0.165	0.3,0.0	0.029
1247	"ENSMUSG00000024002"	"Brd4"	chr17	-	32417004	32417536	32417004	32417248	32417330	32417536	1247	86,124	108,127	56,92	76,68	78	39	0.572102410529111	0.727774761981198	0.285,0.328	0.269,0.404	-0.03
1248	"ENSMUSG00000024002"	"Brd4"	chr17	-	32417869	32418244	32417869	32418032	32418131	32418244	1248	298,263	65,105	241,229	41,63	78	39	0.0471163154332526	0.206605980388667	0.696,0.556	0.746,0.645	-0.07
1260	"ENSMUSG00000087120"	"Gm12279"	chr11	-	62435935	62436567	62435935	62436340	62436437	62436567	1260	8,0	4,0	6,2	0,0	78	39	0.120722428494028	0.276404794489789	0.5,NA	1.0,1.0	-0.5
1261	"ENSMUSG00000087120"	"Gm12279"	chr11	-	62440872	62441845	62440872	62440985	62441686	62441845	1261	22,2	0,3	7,1	0,0	78	39	0.193197734076538	0.362863308080497	1.0,0.25	1.0,1.0	-0.375
1265	"ENSMUSG00000020680"	"Taf15"	chr11	+	83395467	83395930	83395467	83395536	83395656	83395930	1265	152,152	7,5	127,108	5,1	78	39	0.332752864769975	0.51738899474819	0.916,0.938	0.927,0.982	-0.027
1268	"ENSMUSG00000034126"	"Pomt2"	chr12	-	87158110	87158357	87158110	87158216	87158297	87158357	1268	4,16	12,13	0,7	11,4	78	39	0.409169224248074	0.588352037545788	0.143,0.381	0.0,0.467	0.028
1270	"ENSMUSG00000020484"	"Xbp1"	chr11	+	5474238	5474384	5474238	5474277	5474303	5474384	1270	343,516	18,14	593,600	19,25	65	39	0.999202115572178	0.999202115572178	0.92,0.957	0.949,0.935	-0.003
1271	"ENSMUSG00000017747"	"Ghdc"	chr11	-	100658839	100659115	100658839	100658973	100659043	100659115	1271	11,12	43,12	24,5	15,12	78	39	0.343688839306206	0.528213408867632	0.113,0.333	0.444,0.172	-0.085
1273	"ENSMUSG00000020413"	"Hus1"	chr11	-	8943136	8946932	8943136	8946346	8946783	8946932	1273	6,17	12,8	0,0	0,9	78	39	0.089419123421832	0.246128215089075	0.2,0.515	NA,0.0	0.358
1274	"ENSMUSG00000006058"	"Snf8"	chr11	+	95937105	95938256	95937105	95937180	95938020	95938256	1274	62,95	102,83	74,113	135,45	78	39	0.395737590767906	0.576995269581946	0.233,0.364	0.215,0.557	-0.088
1279	"ENSMUSG00000019302"	"Atp6v0a1"	chr11	+	100918092	100920084	100918092	100918219	100920001	100920084	1279	42,88	289,346	36,40	121,163	78	39	0.113521879317167	0.268806465294088	0.068,0.113	0.129,0.109	-0.028
1280	"ENSMUSG00000020859"	"Spag9"	chr11	+	93983163	93983808	93983163	93983253	93983640	93983808	1280	13,47	685,674	50,60	761,793	78	39	0.0517177936543648	0.210631638922691	0.009,0.034	0.032,0.036	-0.013
1281	"ENSMUSG00000020697"	"Lig3"	chr11	+	82686190	82686612	82686190	82686278	82686534	82686612	1281	1,10	3,4	0,0	0,7	78	39	0.0906174910602	0.246729132993561	0.143,0.556	NA,0.0	0.35
1282	"ENSMUSG00000016763"	"Scube1"	chr15	-	83492418	83493077	83492418	83492498	83492924	83493077	1282	0,6	0,0	0,0	0,3	78	39	0.0552828380843856	0.212006436600622	NA,1.0	NA,0.0	1.0
1286	"ENSMUSG00000024404"	"Riok3"	chr18	+	12268908	12269895	12268908	12269024	12269749	12269895	1286	92,106	326,336	203,225	506,513	78	39	0.00886153000045431	0.172442381028073	0.124,0.136	0.167,0.18	-0.043
1287	"ENSMUSG00000024404"	"Riok3"	chr18	+	12268908	12270092	12268908	12269024	12269984	12270092	1287	113,99	0,0	186,174	12,0	78	39	0.337652890364723	0.522421426126525	1.0,1.0	0.886,1.0	0.057
1288	"ENSMUSG00000024404"	"Riok3"	chr18	+	12268908	12270092	12268908	12269895	12269984	12270092	1288	111,103	372,375	190,207	743,633	78	39	0.999202115572178	0.999202115572178	0.13,0.121	0.113,0.141	-0.002
1289	"ENSMUSG00000020719"	"Ddx5"	chr11	-	106673294	106674844	106673294	106673519	106674784	106674844	1289	1530,920	2534,2596	1356,1191	2829,3571	78	39	0.106168973056236	0.263131875476476	0.232,0.151	0.193,0.143	0.024
1291	"ENSMUSG00000057897"	"Camk2b"	chr11	-	5922631	5922888	5922631	5922726	5922812	5922888	1291	10,2	0,8	0,14	0,4	78	39	0.0421879709244317	0.196740526437294	1.0,0.111	NA,0.636	-0.081
1293	"ENSMUSG00000020892"	"Aloxe3"	chr11	+	69020830	69023662	69020830	69020956	69023558	69023662	1293	0,5	0,1	3,0	0,0	78	39	NA	NA	NA,0.714	1.0,NA	-0.286
1299	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89247807	89248037	89247807	89247892	89247968	89248037	1299	28,21	141,230	6,4	91,77	78	39	0.0390652491513853	0.190503925559849	0.09,0.044	0.032,0.025	0.039
1300	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89254597	89254878	89254597	89254691	89254803	89254878	1300	16,16	21,20	29,10	3,7	78	39	0.108170933616872	0.265220178155752	0.276,0.286	0.829,0.417	-0.342
1301	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89254597	89254878	89254597	89254691	89254806	89254878	1301	11,16	64,91	29,10	90,69	78	39	0.431247298357506	0.606047940440986	0.079,0.081	0.139,0.068	-0.024
1302	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89254955	89255196	89254955	89255011	89255094	89255196	1302	29,37	90,127	20,6	67,55	78	39	0.239492226411796	0.416722446331249	0.139,0.127	0.13,0.052	0.042
1305	"ENSMUSG00000034664"	"Itga2b"	chr11	-	102348285	102348678	102348285	102348385	102348597	102348678	1305	0,0	4,0	0,1	0,0	78	39	NA	NA	0.0,NA	NA,1.0	-1.0
1307	"ENSMUSG00000034708"	"Grn"	chr11	+	102325528	102325982	102325528	102325652	102325884	102325982	1307	65,58	647,751	52,35	297,308	78	39	0.0414061692203447	0.194881312468772	0.048,0.037	0.08,0.054	-0.025
1308	"ENSMUSG00000021281"	"Tnfaip2"	chr12	+	111414680	111415073	111414680	111414803	111414921	111415073	1308	429,589	4,15	186,369	8,28	78	39	0.0107668588135548	0.172442381028073	0.982,0.952	0.921,0.868	0.072
1309	"ENSMUSG00000021281"	"Tnfaip2"	chr12	+	111414680	111415073	111414680	111414803	111414972	111415073	1309	375,536	1300,2291	169,355	1334,2019	78	39	0.0239301211473695	0.172442381028073	0.126,0.105	0.06,0.081	0.045
1310	"ENSMUSG00000018677"	"Slc25a39"	chr11	-	102294458	102294698	102294458	102294539	102294616	102294698	1310	4,5	47,100	0,0	15,36	78	39	0.0377523123286588	0.188518634419133	0.041,0.024	0.0,0.0	0.033
